,input_accessionID,database_accessionID,qstart,qend,nident,input_length,totident
528,"KY628970.1_Macacine_alphaherpesvirus_3_Macacine_alphaherpesvirus_1_isolate_KQ,_complete_genome",NC_027365.1,34073,34115,33,157321,2574
529,"KY628970.1_Macacine_alphaherpesvirus_3_Macacine_alphaherpesvirus_1_isolate_KQ,_complete_genome",NC_027365.1,107771,107809,32,157321,2574
530,"KY628970.1_Macacine_alphaherpesvirus_3_Macacine_alphaherpesvirus_1_isolate_KQ,_complete_genome",NC_027365.1,69715,69750,31,157321,2574
531,"KY628970.1_Macacine_alphaherpesvirus_3_Macacine_alphaherpesvirus_1_isolate_KQ,_complete_genome",NC_027365.1,75548,75570,21,157321,2574
532,"KY628970.1_Macacine_alphaherpesvirus_3_Macacine_alphaherpesvirus_1_isolate_KQ,_complete_genome",NC_027365.1,78806,78835,26,157321,2574
533,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,59708,59752,36,149600,278
534,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,70036,70080,36,149600,278
535,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,111477,111497,20,149600,278
536,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,117387,117407,20,149600,278
537,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,145224,145244,20,149600,278
538,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,88399,88425,25,149600,278
539,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,116645,116665,20,149600,278
540,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,145966,145986,20,149600,278
541,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,45329,45361,27,149600,278
542,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,51669,51686,18,149600,278
543,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,124268,124285,18,149600,278
544,"MF431611.1_Equid_alphaherpesvirus_8_Equid_alphaherpesvirus_8_strain_EHV-8/IR/2003/19,_complete_genome",NC_027365.1,138346,138363,18,149600,278
545,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,92630,92658,26,144144,2718
546,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,15693,15740,38,144144,2718
547,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,17975,18020,38,144144,2718
548,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,43278,43319,36,144144,2718
549,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,47714,47734,21,144144,2718
550,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,102948,103005,43,144144,2718
551,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,23841,23881,36,144144,2718
552,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,26675,26717,37,144144,2718
553,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,61690,61715,25,144144,2718
554,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,50372,50406,29,144144,2718
555,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,71144,71183,32,144144,2718
556,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,91889,91914,25,144144,2718
557,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,99118,99157,33,144144,2718
558,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,50145,50194,38,144144,2718
559,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,131996,132039,38,144144,2718
560,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,84571,84637,50,144144,2718
561,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,101519,101576,47,144144,2718
562,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,103633,103674,33,144144,2718
563,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,143639,143675,30,144144,2718
564,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,117873,117909,30,144144,2718
565,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,32696,32727,27,144144,2718
566,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,46850,46886,30,144144,2718
567,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,128828,128859,27,144144,2718
568,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,75151,75172,21,144144,2718
569,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,43185,43214,27,144144,2718
570,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,22688,22727,33,144144,2718
571,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,37019,37037,19,144144,2718
572,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,79987,80025,31,144144,2718
573,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,90637,90680,34,144144,2718
574,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,24311,24348,31,144144,2718
575,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,88434,88457,22,144144,2718
576,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,125245,125293,37,144144,2718
577,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,136255,136303,37,144144,2718
578,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,25025,25058,28,144144,2718
579,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,27437,27465,25,144144,2718
580,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,81714,81742,25,144144,2718
581,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,101013,101037,24,144144,2718
582,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,23387,23415,25,144144,2718
583,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,105775,105833,43,144144,2718
584,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,100981,101004,22,144144,2718
585,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,36212,36235,22,144144,2718
586,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,96367,96390,22,144144,2718
587,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,44515,44543,25,144144,2718
588,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,20242,20267,23,144144,2718
589,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,56179,56218,33,144144,2718
590,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,42657,42693,30,144144,2718
591,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,8551,8583,29,144144,2718
592,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,49899,49929,26,144144,2718
593,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,47634,47664,26,144144,2718
594,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,46564,46596,29,144144,2718
595,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,131685,131710,23,144144,2718
596,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,76344,76379,29,144144,2718
597,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,131314,131362,39,144144,2718
598,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,68221,68246,23,144144,2718
599,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,19844,19864,20,144144,2718
600,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,129037,129057,20,144144,2718
601,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,26982,27015,31,144144,2718
602,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,15623,15682,48,144144,2718
603,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,132603,132640,31,144144,2718
604,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,126825,126846,22,144144,2718
605,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,62290,62338,39,144144,2718
606,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,97492,97517,23,144144,2718
607,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,71595,71623,27,144144,2718
608,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,135708,135740,29,144144,2718
609,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,125808,125840,29,144144,2718
610,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,133889,133942,44,144144,2718
611,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,63344,63375,29,144144,2718
612,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,111897,111936,32,144144,2718
613,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,8960,8987,24,144144,2718
614,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,87793,87836,35,144144,2718
615,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,48383,48415,27,144144,2718
616,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,46888,46937,39,144144,2718
617,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,143408,143425,18,144144,2718
618,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,118123,118140,18,144144,2718
619,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,47589,47616,24,144144,2718
620,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,81479,81501,21,144144,2718
621,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,83231,83258,24,144144,2718
622,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,105847,105869,21,144144,2718
623,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,17838,17865,24,144144,2718
624,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,94979,94996,18,144144,2718
625,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,59605,59622,18,144144,2718
626,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,77422,77466,35,144144,2718
627,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,10979,10996,18,144144,2718
628,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,54459,54486,24,144144,2718
629,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,127872,127905,29,144144,2718
630,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,25297,25319,21,144144,2718
631,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,86440,86487,36,144144,2718
632,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,7677,7704,24,144144,2718
633,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,25875,25902,24,144144,2718
634,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,74668,74690,21,144144,2718
635,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,85507,85539,27,144144,2718
636,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,28240,28272,27,144144,2718
637,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,78920,78952,27,144144,2718
638,"MF678601.1_Monodontid_alphaherpesvirus_1_Beluga_whale_alphaherpesvirus_1_strain_LN3131-1,_complete_genome",NC_027365.1,60701,60751,38,144144,2718
639,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,93033,93151,85,136380,2521
640,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,14004,14052,39,136380,2521
641,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,100638,100679,34,136380,2521
642,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,36456,36499,38,136380,2521
643,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,57473,57503,27,136380,2521
644,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,82105,82158,44,136380,2521
645,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,118558,118597,36,136380,2521
646,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,16698,16735,31,136380,2521
647,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,119086,119133,39,136380,2521
648,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,123260,123288,26,136380,2521
649,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,48899,48933,29,136380,2521
650,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,91148,91177,26,136380,2521
651,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,118702,118733,27,136380,2521
652,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,84549,84606,44,136380,2521
653,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,86894,86915,21,136380,2521
654,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,27306,27338,29,136380,2521
655,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,74700,74736,30,136380,2521
656,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,50599,50632,29,136380,2521
657,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,6970,7021,44,136380,2521
658,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,96286,96313,26,136380,2521
659,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,103142,103175,28,136380,2521
660,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,81180,81223,34,136380,2521
661,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,36594,36617,22,136380,2521
662,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,119466,119499,28,136380,2521
663,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,35177,35211,29,136380,2521
664,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,82372,82416,36,136380,2521
665,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,89443,89486,34,136380,2521
666,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,42579,42602,22,136380,2521
667,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,6923,6952,27,136380,2521
668,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,53543,53566,22,136380,2521
669,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,38818,38873,42,136380,2521
670,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,101935,101953,19,136380,2521
671,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,78190,78218,25,136380,2521
672,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,67255,67294,33,136380,2521
673,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,52586,52626,32,136380,2521
674,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,43921,43941,20,136380,2521
675,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,90085,90120,29,136380,2521
676,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,18041,18082,34,136380,2521
677,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,118312,118347,29,136380,2521
678,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,48177,48202,23,136380,2521
679,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,8562,8587,23,136380,2521
680,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,37462,37502,32,136380,2521
681,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,26126,26169,36,136380,2521
682,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,76847,76889,34,136380,2521
683,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,50443,50491,37,136380,2521
684,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,116378,116408,28,136380,2521
685,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,21696,21721,23,136380,2521
686,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,59265,59302,32,136380,2521
687,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,98413,98443,26,136380,2521
688,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,81815,81850,29,136380,2521
689,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,29308,29358,42,136380,2521
690,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,53192,53217,23,136380,2521
691,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,70917,70957,34,136380,2521
692,"MH036941.1_Cervid_alphaherpesvirus_3_Cervid_alphaherpesvirus_3_strain_Canada,_complete_genome",NC_027365.1,87705,87737,27,136380,2521
